label	data
0	通篇就是肤浅且俗气的小例子,小学生都能写出来这些!拿于丹和易中天比,简直糟蹋了易教授!这书千万别买,买了后悔一辈子!我看了一遍,就把它当废纸卖了!太没水平,初中生都会看不上!
0	书收到时竟然给弄破了，那么喜欢的书哦，心疼
0	这本书的排版很差，前面有四五页是空白的。
0	在电视上见到于丹，佩服她的口才和思维，就买了这本书，但有些失望，书里做人做事的道理很中肯，但舆论语的联系感觉很牵强，只是借论语之名的感觉在抒发个人的感悟。买得有些后悔。
0	书写得很好，就是中间有很多页码混乱，看得时候颠来倒去-麻烦！想调换，又怕连这本也没了。但愿当当网的“当”不是上当的“当”。
0	读一本好的书可以看到作者的灵魂,而于丹的书里没有,泛泛而谈,不值得看,更不值得买.
0	表弟喜欢于丹的书，买了送给他的。
0	我在3月24日订购了图书室内设计，可是你们给我寄来的却是景观设计。我与3月26日之后打了N个电话，要求退款，买次你们总是说可以，2个工作日给我办理，我等阿等啊，过了好几个2个工作日，盼星星，盼月亮，终于在4月1日，盼来了，可是是换，不是退。我于是又接着打电话，你们又说2个工作日，我又等了好几个2个工作日，依然没有消息，我只好投诉。很快接到一个电话，告诉我1个工作日给我确切时间退，说的真好啊。，没有一丝犹豫。可是这一个工作日又过去了，人呢，电话呢？你们逗我玩呢。就86.2元，至于让你们这样吗，不烦啊？
0	太一般了，看了没啥作用，所以到现在还没看完，不想看了！
0	是包装得蛮漂亮的一本书，但是内容让人有点失望，我是冲着＂庄子＂来买这本书，原先看原箸，有些地方看不太明白，没能真正悟出其中的道理，原以为看于丹的心得会有所启发，结果发现她的心得比我所悟到的东西还要敷浅，失望啊～～虽然我本人也说不出什么深刻的道理来，但是这本书对于我想更深入的了解＜庄子＞是一点帮助都没有～～
0	唉，，上当了，真是上当了，，，内容没趣也没意境
0	很一般的书不是大道理就是小故事比较适合中学生看
0	初读还好，感觉作者的例子写的不错，可是细细品味，简直就是垃圾，例子举的简直就是生拉硬套，庄子看到我想会从坟墓中跳出来自杀，简直就是小学生的写作水平。
0	当初无意在电视上看到对于丹的采访，满怀希望地买她的书看。看后觉得与电视中的讲演相距甚远！失望！
0	非常容易看，一共也没几页，《庄子》的原文就占了53页，排版又稀疏，所以轻松搞定。给我的感觉是借着庄子的名声做文章，确实浅显。庄子讲了很多故事和寓言，这种原创性难能可贵，但于丹的这本书就没什么新意了。我没有听过她的讲座，也许加上体态语会生动引人，反正光看文字，可有比她强的作品。
0	没意思，把庄子写成了一本心灵鸡汤。
0	东西空洞，浮夸没什么实际意义她所写的我们都想得到
0	鲁迅曾经把某些人叫做流氓才子，胡兰成无疑是其中的典型范本，如果说有不符的是，他还多一个头衔，那就是汉奸。无论我们是多么的鄙夷，他们确实存在的。而胡兰成对我们的可贵之处在于，我们可以知道一个真正的“流氓才子+汉奸”的人，他眼中的世界是怎样的。他们的眼中也有美好的事物，也有恬淡的心情，并不一位凶神恶刹的，或者恰恰相反，还有更多的温情。而真正的勇士，象鲁迅，象其他很多真正的知识分子，因为要直面惨淡的人生，因为要正视淋漓的鲜血，有太多的惨痛和苦闷，反而更少了那种闲情意趣。反观胡兰成，在于张爱玲订立婚书以后，身为汉奸，在战争面临失败、独居武汉的时候，能搭上同住一楼的护士小周；在战争已经失败，身为汉奸被通缉的时候，急急如丧家之犬四处潜逃，再度搭上千里相送的秀美，生活来源却要靠张爱玲写作的接济。书中不以为耻，流露出的却是光荣和自得。这哪是任何一个有所担当、有责任感的人所能做出的事情。时势之下，有的人成为汉奸，不失为一代枭雄，象吴三桂，有的人成为汉奸，仍不过是流氓文人，如胡兰成。
0	不知道是不是本人比较笨我怎么都联系不上客服查也查不到我的书到哪里了无语……不是全球最大的好象还没达到国际标准
0	本来想没事的时候翻翻，可惜看不下去，还是和张没法比，他的书能畅销大部分还是受张的影响，对这个男人实在是没好感，不知道怎么买的，后悔
0	这本书装订得很差，拿到书没看一天，就裂成好几份了。仔细一看，这书是立面贴了一长条胶状，所有的书页都靠这层胶粘着，很容易就分裂了。
0	纸张的质量也不好，文字部分更是倾斜的，盗版的很不负责任，虽然不评价胡兰成本人，但是文字还是美的，但是配上这样粗糙的纸质，真的拿在手上很影响阅读，
0	买这本书的时候，还没有读完张爱玲以及关于张爱玲的书。只因为看了这里的评论似乎还不错。也因为急切的想了解关于张爱玲的一切。待读完张爱玲以及关于张爱玲的作品以后。真没有心情也没有兴趣看这个垃圾写的书了。淡定！淡定！既然买了，就看一下吧，从另一个侧面了解一下也好。可，才看了一节，就不想看下去了，于是丢在了某个角落，再也不想去碰。都说他是才子，我倒觉得其文笔实在拙劣。絮叨、杂乱，庸俗，不知所言！将其猪脑子里所有自认为华丽的词语堆砌到一起便成了所谓华丽的句子。总的评价：垃圾
0	胡兰成回忆张爱玲的片段， 其用情远不及他跟小周（一个比他笑22岁的小护士）的情事。张爱玲只管要他叫一声“爱玲”，或问一句“你的人是真的么？你和我这样在一起是真的么？”就会弄得他“很僵”；而在小周面前，胡却要硬逼着她说“爱他”！其用情深浅可见一斑。我不敢冒冒然的来个一刀切，像有人说的，张于胡只是一尊观音，对观音是没有爱情可言的。张要胡在她与小周之间作选择，胡竟说他与她是仙境之爱，而和小周是俗世间的爱， 没得比。所谓的仙境之爱，应该就是精神恋爱吧？想必胡兰成是无法自圆其说的。这个他也是承认了的，却是“思省了一大通”，干脆“不求其解”了。真是一个自私透顶的人！然在我看来，他对爱玲的感情，是一种几近崇拜的欣赏，倒是真的。“世上但凡有一句话，一件事是关于张爱玲的，便皆成为好”。凡是他所做的所写的，都为的从爱玲受记，像唐僧取经，一一向观音菩萨报销。他不懂古典音乐，却因着贝多芬有着“乐圣”的光坏，就天天刻苦开来听，努力要使自己懂得它为止。却不想爱玲并不喜钢琴，这让胡“爽然若失”。要说爱玲是个天才，那胡就是个后天才（后天苦练出来的才子）。胡于女人，与其说是爱，毋宁说是知。却是这个“知”，害得伊人们“断肠在天涯”！对爱情，他是万花丛中过，片叶不沾衣；江弱水先生说的真是好，胡对女性，“情虽不伪，却也不专”。他要的是“此时语意得人意，此时歌舞动人情”。这种境界，谁人能及？ 相识以来，胡便要和爱玲“斗”，斗才气，斗天分，自觉“像生手拉胡琴”，总被她给比下去。可到了爱情，我想，是不用比，张爱玲注定是要输的了。
0	原来是我浮躁的心使我不能欣赏如此的好才气！重读《今生今世》，竟是又一番滋味。张爱玲说，零用我的名字推销胡兰成的书，不能不避点嫌疑。然而，读胡兰成，是绝没有遗憾的。且不说说他用情浮泛朝秦暮， 单就他的盖世才情便让人不忍心一棍子将他打入十八层地狱。张说，对女人没良心的男人尽有在他方面认真尽耻的。胡便是极好的样本。他称张为“临水照花人”，寥寥数字，而张的境界全出——孤傲，敏感，卓尔不群，却逃不过心灵的篱栅。
0	实在读不下去，平铺直叙。但买了不看也太浪费了。
0	本来不喜欢散文,因为张爱玲的缘故拿来读读,读了一半,觉得没劲.可能是因为他负了张爱玲的缘故,更不喜欢作者本人.不打算读完了.
0	昨天打开书才翻了几页，书页纷纷掉落了，请问怎么回事？
0	新买来的书，刚看了一次就全都掉页了！！！！
0	算他狠！爱了那么多会，还说没什么感觉！要不是冲着张爱玲，没人理他！
0	服务很差送货的时候发票数额少了20元, 送货员还说让我直接找当当, 他不负责的.
0	此书的阅读价值无需质疑，是本好书。可当当网的送来的这书质量特别差！读到第二天的时候，中间的装订就松了，如今，已经有十几页掉出来了。真让人烦躁。真没想到当当网会有质量这么差的书。
0	我想多数人是因为爱玲才买了这本书，总的感觉不好，可能仅存一点价值是如果想进一步研究张爱玲就不妨看一下，人品较差，爱玲比较冤。不过，也能体会出，这个人口才一定不错，外表看来素质修养都还好，知识面也宽，典型的清末书生，却是属于那种流连于秦淮河畔的那种
0	中国社会科学出版社出的版本可能有删节，但未查到相关说明。
0	文字可开悟，行事太矫情。影响好感。
0	当当虽然很便宜，原价是23.80.我买回是10块多，但里面很多页是漏印的，请当当网还是那个中国社会科学出版社检讨。
0	上当受骗了！一拿到手才知道不是胡兰成的原著！还那么贵！可恶！为了不破坏我的感觉！我决定不看了！准备哪天找个家伙卖了它！害的我又重新买了两本胡的书 怎么说不要破坏感觉 果然 文采斐然 不忍放手不过为什么总是木有山河岁月这本书 缺货缺货 无可奈何！
0	不喜欢其人，更不喜欢其文，古韵有些过头，矫情！
0	书一到，即被朋友借走，我是早已看过了的，买它，是因为张爱玲。看过张子静的《我的姊姊张爱玲》，可以看出，张对自己的弟弟也是不甚热情，这是她的性格。但是有一次张子静去找她，那天张爱玲却是很开心的样子。后来张子静推算，彼时张爱玲正与胡兰成相恋。很多人不耻于胡兰成的用情不专，我当然也很反感，但我也想说，胡兰成是给过张爱的欢喜的。张是怎样聪明的女子，若不是爱，她也不会那么痴。属于他们的爱情，让他们自己品尝与承担。胡的文字，确实是不错的，有一种儒雅在里面。不知道是不是那份淡淡的气氛，曾经让张心动——“岁月静好，现世安稳”。
0	本书有删减，也就是出版社的编辑自律加觉悟高，或者说是被“和谐”了。买这本书建议大家三思。而我还是去香港买原版的吧。
0	买他的书纯属是为了看他写的《民国女子》关于那个临水照花人的内容，很多人说他写的张爱玲很好，于是买了他的书。我一般买书都是从头开始看起的，这次对于《今生今世》也是这样。书的一开始，讲的是他小时在老家的事情，典型的江南水乡，很多情节点点滴滴很细致。似有似无的说着故事。后来渐渐的讲到大了，家里安排娶了老婆，一些小情节，很细致。哦，原来他之前是有接过婚的。但是，对于民国时候的男人来说几个老婆很正常吧，特别是有点小才华的小男人。后来胡兰成到了上海，认识了张爱玲，再后来，金童玉女的故事发生了，他写爱玲，时常有神来之笔。爱爱玲不同于民国的其他女子，她是独立的，在与胡兰成恋爱之前是，之后也是，只是胡兰成这个花心男人，在与爱玲之时，还有护士小周，原来再金童的男人也是一样的，吃着碗里的，看着锅里的，还想着地里的。一样的贱。于是，他还想要两全齐美，小周不同意自己的娘给人做小老婆自己也给人做小老婆，爱玲更不可能同意这种分享，结果是他最终舍了七窍玲珑心的爱玲，选择了以他为天的小周。也或者是爱玲看穿了他的心态，不愿意再做他的爱玲了，最后他们分手了。这样的男人，这样的一本今生今世，其实他的女人后来还有三四个，都是些或温婉的，或贤妻的女子，貌似最后一个老婆爱珍是青帮老大的情妇，我也是实在看不下去这本书了，还好看到了我很心疼的地方，张爱玲原来是一个有爱的普通女子，于是，大概看我小周那段我就把书放下了。后来好长时间都不敢把这本书拿出来看，可能是因为这样的一个才子，却有着这样的一个个故事，他伤害了爱玲，但是他是懂女人的，他用着那些细致的软软的文字，写着他一段二段的感情。像一把匕首切割一个个女人的心。每一段，在他的文字里都是好的，但是，我却看不下去，觉得这个人，骨子里是馊的。昨天翻看了最后几页，没细致看，说的是他和爱珍的事情，貌似之前还有个日本妞，和他三年，后来嫁人了。哎，还是看不下去。这个人，有着诗人的情怀，却堂而皇之的做着个刽子手的事情。抵触他和他的书，是因为我彻底反感他这样感情不专一，见一个爱一个，但是却还内心窃喜的蛆。明明写作的仔细和小故事都是我的萌点的。。。。但是对于他，我萌不下去了。。。
0	胡兰成看似有情，实则无情。胡兰成处处留情，用情不深。书中不光写了胡与张的爱情，同样写了胡从小的生活感受。此书宣传过于大量渲染胡与张的爱情，书中更多是一些别的东西。文笔细腻柔和，挺适合中学生阅读提高作文水平的。个人认为，偏重喜好情节取胜作品的读者，还是别浪费时间了。
0	要不是因为能更熟悉地看张爱玲的书，我不会翻开这个男人的书。要不是为了更加心安理得的了解张爱玲，我不会看这个男人对张爱玲的见解。所以，买了它只为了别人
0	超喜欢张爱玲，购齐了全集，还有《千疮百孔的爱》，买这本书只是为了爱玲多一些了解。有些失望。莫名的悲哀，想像中爱玲应该是金枝玉叶，虽饱受风尘之苦，却也是冰清玉洁，不想竟也碰到胡兰成这样，恶俗的混世魔王。记得看过一本和坤的书，人家虽是大贪官，却也对妻子冯氏，有情有意，有始有终，另生一种敬佩。爱玲最后也是漂泊半生，郁郁而终。生不逢时啊！
0	胡不过在卖弄词语，描写虽然有过人之处，我总感觉有句无篇。张迷尚可以一看。鉴定完毕。
0	冲着文笔去的，也只有文笔而已一个懦弱无耻的男人的辩白
0	书的装订 很不好 一打开就开始掉页了从文学的角度看 胡很有文采从情感出发  想砸鸡蛋
0	看了这本书我是相当的气愤，没见过这样无耻的男人啊！不过为了张爱玲，还是值得买的这本书
0	文采真的不错,但是人品有问题。世界之大,无奇不有。看来，我又懂了人的动物性的一面。
0	胡兰成这个人如果和文章一样让人觉得舒服，那就真不错了。有人说胡兰成是无知的残忍，就像小孩不懂事，随便毁坏一样东西，还在那边邀功请赏，希望得到大家的认同，别人最好拍手鼓掌那自己就更问心无愧了。为什么文和人不能划等号呢，搞不懂！
0	我是个带有强烈的主观色彩的人，说的很武断，不能从大局出发，不能从文学和时事上看问题。只是一个局外人的想法。因为色戒引起的热潮，再一次把张爱玲的书翻了出来，觉得不够，还是再当当上面买会了今生今世。看了一遍，里面最引人注目的自然是民国女子，其实，除了这篇，还有蛮多值得一读的，比如写母亲，写童年，故乡。但是，凡是涉及到他写的其他女子的，我就不能看下去。关键在于，他不是多情，而是觉得自己很无辜。他不明白为什么他不能和爱玲说小周呢，为什么爱玲要吃醋，为什么范先生他们也吃醋，呵呵，他爱的人真不少，可是但凡离开了，身边有了新的女子，他马上就可以接着去爱上。不打算批驳，因为很容易被人冠以“女权主义”，我向来都觉得这个词很古怪，人，就是要互相尊重的，什么权都无所谓的。但是，我已经把这本书置之高楼了。文采是有文采，但是这世上有文采的男人也不只他一个，独独因为是爱玲不能忘却的，我才关注而已。
0	我不喜欢他的文章，没啥意思，买的后悔了。他写和张爱玲那段，倒是蛮懂得避重就轻呢，虚伪。
0	其实我也是曾经在官网上追文看的一员，心急如焚地等待过。当时很挺纪南方。考完试后在当当网急急地定了书来看。看到深夜里，最后只想说，我靠。。。故事看到最后只觉得厌烦，觉得简直是没事找事的一对人。男主有些时候很混也就算了，大家也已经习惯小言中的男人这幅德行了。可女主，唉，简直是不堪回首。足可登上匪我思存作品最讨厌的女主宝座。。文字没有以前精致不说，煽情也没有着力点。我唯一感动了一下的还是那个暗恋纪南方的小姑娘。她从侧面证明了纪南方不算很浑蛋的同时，让我回忆起了佳期如梦1。也不过就是一两年前的事，那时，我曾经真心实意地感动过。当然，文章中有一些细节还是不错的。但细节无法构架起一整个故事。只能说，颇为失望。现在只有我爱黑社会系列的短篇可以看看了。
0	刚看了个开头，文字精致，但有点涩
0	这本书的版本一般，不敢贸然说是盗版的，但是....貌似.....不过，看看罢了，这书，也没什么收藏的
0	文字再好，也不能抹掉为人的无耻！胡兰成试图用美丽的爱情来掩饰他的无耻，可是，就算喷上香水，狗屎也不会变成鲜花的。他滥情，打一枪换一个地方，负了众多女人，却认为自己给了这些女人幸福，无耻！他寡情，结发妻子病重将亡，他却因为怕天气路难而不肯赶回见最后一面，他吧别人对他的鄙视当作别人对他的惧怕和退让，他把别人的疏离当成是别人该刊他不敢靠近，可笑！不过也幸亏他这样自以为是，不知所谓，否则，他怎有脸面做了汉奸还那么洋洋自得呢？
0	这样的男人，温柔的过了头，找不到一丝男人的气概。只会说：这是好的。。。这也是好的。。。无法欣赏这样的文笔优美在何处。爱情也是奇怪，张爱玲爱上了这样的一个人，隐隐地，大概是一辈子的影子。
0	选购的时候，还是有货的。最后却通知我说，没货了。当当的服务态度，实在有待改善。
0	耐着好大的性子才把这本书看完。虽然文笔确实不错，但是很为张爱玲不值。
0	不要跟据某些人(qian shou)的评论买本书.
0	没有象某些人所吹捧的那样好!内容怪怪的!
0	怎么十来天了书还不到呀,快！快！快！快！
0	我12月5日订的书，到12月14日都还没有给我送到.服务怎么这么差?气愤!
0	才翻了两天书就散架了，想退邮费又太贵，买东西还是眼见为实。
0	以前刚有了孩子看过一本卡尔威特的教育，感觉要比这本书好多了，我翻了个大概，就扔到一边去了。
0	距离想象太远。内容就是看看，没有太多内涵。如果可以，只需要2k字的新闻稿就可以说明问题。
0	收到书后我就仔细的读了一遍，感觉是一本好书，受到很多启发。
0	我的订单是7月17日就发出来了，但是现在是8月2日，我还没有收到货。怎么发评论呢？订单上有电话呀，即使找不到地址，打个电话问一下呀，到底是出在什么地方，希望贵 网好好查一下，避免以后再出现这样的问题。
0	有一些页面的文字很模糊，印刷质量很次，内容还可以。
0	天下文章一大抄，这本书写的太教条，完全没有实践性，不如看：如何说孩子才肯听……，相比较“如何”更具有趣味性、实践性、更能深入人心我买了一堆这方面的书，都和“如何”的内容一样，所以，我就代替大家花钱了
0	....买回来才知道,一点都不好看....
0	个人觉得此书一般，从中没有得到什么有益的启迪！是翻译的问题，还是我理解的问题呢？有时候觉得不知道作者到底要给父母什么样的建议。
0	太一般了，看了没啥作用，所以到现在还没看完，不想看了！
0	西方的教育方法，不一定适合我们，而且感觉有点枯燥
0	很遗憾，昨天送来的这本书被我退回，原因是这本书我接收的时候发现书从中间折断，我订了三本书，这本书夹在中间却破损严重，显然是邮寄前就已经损坏。
0	经朋友介绍，买来这本书。题目相当好，很有感染力。满怀期待地拜度后，才发现：内容零散、空洞，我越看越感到乏味。借给过已当父母的朋友，他们看后也与我同感。反正书本上唯一一个让我们有共同认同之处就是：要以孩子的角度去看待、体谅孩子，尊重、体谅都是必要的——这个道理即使未成父母的人都应该知道的，我们只是想得到更多实际的处理技巧。很可惜，这本书没有给到我们这方面很好的帮助！
0	书名很好，内容不觉得有多好，感觉适用于青少年教育，不适合幼儿教育
0	写的很好 值得一看 故事情节引人入胜
0	买来送个妈妈级的人了，书质量不是很好，很容易就散掉了，象盗版
0	写的很好 值得一看 故事情节引人入胜
0	和老版没有什么不同，没意识，钱花糟了
0	都说原著比电影好看, 可是色戒除外!
0	姑且不说张爱玲本人写的这篇小说怎么样，现在就《色，戒》这本书的情况说一下自己的看法。此书封面设计还凑合，但当打开书的时候才发现只是最后的一篇几页纸的部分才是真正的小说“色，戒”，一下子给人一种上当受骗的感觉。而做这本书的公司的成功之处就在于这本说做了一个塑封，让读者在买之前根本看不到里面到底什么内容，买了之后大失所望。正赶上《色，戒》这部电影的热映，也带着这本书卖起来。因此，这本书从操作发行出版方面来讲是不能称其为“书”的，只能算做一个比较成功的商品。
0	本来就不爱看小说，买来之后翻了几页没心思了，送人了
0	很差，只有一个小小章节是“色戒”，炒作之嫌。
0	和老版没有什么不同，没意识，钱花糟了
0	在整个一本书中，色戒只有几张纸。用它来做整本书的名字，太过分了。
0	可能是层次太低了,呵呵,不喜欢这本书
